,Unnamed: 0,5_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Tree Tag_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,5_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Tree Tag_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO,Unnamed: 0_angelo,Extraction Method_angelo,Unnamed: 0_conger,Extraction Method_conger
5,1410,,7169.0,A20211026 A514-1 1050,10/26/2021,10:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-18.6,802.0,-4.47,,,,,,,,,,,2021-10-26 10:50:00,,7177.0,C20211026 C514-1 1100,11:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-19.3,802.0,-4.55,,,,,,,,,,,2021-10-26 11:00:00,-1 days +23:55:00,2021-10-26 10:45:00,-18.950000000000003,-4.51,13576.408867780818,356.82018488645554,400.0165833234787,2022.0,2022.0,11.714799880981444,-34.78843088145286,-6.225932747593061,9759.0,,9767.0,
6,1378,,7135.0,A20211101 A515-1 1220,11/1/2021,12:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-53.2,802.0,-7.72,,,,,,,,,,,2021-11-01 12:20:00,,7155.0,C20211101 C515-1 1210,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-55.6,802.0,-7.79,,,,,,,,,,,2021-11-01 12:10:00,0 days 00:05:00,2021-11-01 12:25:00,-54.400000000000006,-7.755,13602.908766452225,383.3200835578609,426.5164819948841,2022.0,2022.0,26.49989867140539,-36.180219580261294,-6.334447191733351,9725.0,,9745.0,
7,1428,,7179.0,A20211104 A516-1 1310,11/4/2021,13:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-29.3,802.0,-5.1,,,,,,,,,,,2021-11-04 13:10:00,,7137.0,C20211104 C516-1 1320,13:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-28.2,802.0,-5.14,,,,,,,,,,,2021-11-04 13:20:00,-1 days +23:55:00,2021-11-04 13:05:00,-28.75,-5.119999999999999,13655.988564196974,436.3998813026119,479.5962797396351,2022.0,2022.0,53.07979774475098,-35.255468984895934,-6.18329946972273,9769.0,,9727.0,
8,1432,,7181.0,A20211106 A517-1 1220,11/6/2021,12:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-30.4,802.0,-6.18,,,,,,,,,,,2021-11-06 12:20:00,,7133.0,C20211106 C517-1 1230,12:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-26.8,802.0,-5.82,,,,,,,,,,,2021-11-06 12:30:00,-1 days +23:55:00,2021-11-06 12:15:00,-28.6,-6.0,13671.957963172346,452.3692802779842,495.5656787150074,2022.0,2022.0,15.969398975372314,-35.01525610934657,-6.176683723663557,9771.0,,9723.0,
9,1436,,7183.0,A20211112 A518-1 1055,11/12/2021,10:55,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-64.8,802.0,-9.35,,,,,,,,,,,2021-11-12 10:55:00,,7153.0,C20211112 C518-1 1105,11:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-61.9,802.0,-8.94,,,,,,,,,,,2021-11-12 11:05:00,-1 days +23:55:00,2021-11-12 10:50:00,-63.35,-9.145,13730.675661865622,511.08697897125967,554.2833774082828,2022.0,2022.0,58.71769869327545,-38.33495950845421,-6.524452161952885,9773.0,,9743.0,
10,1390,,7151.0,A20211119 A519-1 1450,11/19/2021,14:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-24.7,802.0,-4.24,,,,,,,,,,,2021-11-19 14:50:00,,7171.0,C20211119 C519-1 1400,14:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-21.3,802.0,-4.28,,,,,,,,,,,2021-11-19 14:00:00,0 days 00:25:00,2021-11-19 15:15:00,-23.0,-4.26,13750.427160862831,530.8384779684711,574.0348764054943,2022.0,2022.0,19.751498997211456,-37.75351724630896,-6.438592907688815,9741.0,,9761.0,
11,1444,,7187.0,A20211207 A520-1 1200,12/7/2021,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-82.7,802.0,-11.99,,,,,,,,,,,2021-12-07 12:00:00,,7191.0,C20211207 C520-1 1210,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-118.6,802.0,-15.89,,,,,,,,,,,2021-12-07 12:10:00,-1 days +23:55:00,2021-12-07 11:55:00,-100.65,-13.94,13763.907560948282,544.3188780539203,587.5152764909435,2022.0,2022.0,13.48040008544922,-39.340080631755846,-6.627815854838337,9777.0,,9781.0,
12,1440,,7185.0,A20211209 A521-1 1015,12/9/2021,10:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-82.3,802.0,-12.4,,,,,,,,,,,2021-12-09 10:15:00,,7189.0,C20211209 C521-1 1025,10:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-79.6,802.0,-12.1,,,,,,,,,,,2021-12-09 10:25:00,-1 days +23:55:00,2021-12-09 10:10:00,-80.94999999999999,-12.25,13763.907560948282,544.3188780539203,587.5152764909435,2022.0,2022.0,0.0,-39.340080631755846,-6.627815854838337,9775.0,,9779.0,
13,1537,,,,12/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-12 12:10:00,,6247.0,C20201212 C473-1 1210,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,611.0,-29.8,778.0,-5.55,,,,,,,,,,,2021-12-12 12:10:00,0 days 00:00:00,2021-12-12 12:10:00,-29.8,-5.55,13813.08515799418,593.4964750998188,636.692873536842,2022.0,2022.0,49.17759704589844,-38.536154923570855,-6.536990220565428,,,8837.0,
14,1452,,7197.0,A20211214 A522-1 1030,12/14/2021,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-41.2,802.0,-7.88,,,,,,,,,,,2021-12-14 10:30:00,,7201.0,C20211214 C522-1 1040,10:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-37.4,802.0,-7.34,,,,,,,,,,,2021-12-14 10:40:00,-1 days +23:55:00,2021-12-14 10:25:00,-39.3,-7.609999999999999,13867.519257191569,647.9305742972065,691.1269727342296,2022.0,2022.0,54.434099197387695,-38.60132425622918,-6.628536704819151,9787.0,,9791.0,
15,1448,,7195.0,A20211215 A523-1 1430,12/15/2021,14:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-41.3,802.0,-7.21,,,,,,,,,,,2021-12-15 14:30:00,,7199.0,C20211215 C523-1 1420,14:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-42.1,802.0,-7.13,,,,,,,,,,,2021-12-15 14:20:00,0 days 00:05:00,2021-12-15 14:35:00,-41.7,-7.17,13868.214457158,648.6257742636371,691.8221727006603,2022.0,2022.0,0.6951999664306641,-38.60469697294198,-6.629126054094789,9785.0,,9789.0,
16,1456,,7207.0,A20211221 A524-1 1000,12/21/2021,10:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-39.7,802.0,-7.44,,,,,,,,,,,2021-12-21 10:00:00,,7203.0,C20211221 C524-1 1010,10:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-33.5,802.0,-6.88,,,,,,,,,,,2021-12-21 10:10:00,-1 days +23:55:00,2021-12-21 09:55:00,-36.6,-7.16,13927.11795673892,707.5292738445569,750.72567228158,2022.0,2022.0,58.90349958091974,-38.43542975524184,-6.673950562230299,9797.0,,9793.0,
17,1460,,7209.0,A20211222 A525-1 1300,12/22/2021,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-38.7,802.0,-7.69,,,,,,,,,,,2021-12-22 13:00:00,,7205.0,C20211222 C525-1 1310,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-34.8,802.0,-7.23,,,,,,,,,,,2021-12-22 13:10:00,-1 days +23:55:00,2021-12-22 12:55:00,-36.75,-7.460000000000001,13960.162455182524,740.5737722881604,783.7701707251836,2022.0,2022.0,33.04449844360352,-38.35920541519316,-6.709500011534423,9799.0,,9795.0,
18,1464,,7215.0,A20211224 A526-1 1310,12/24/2021,13:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-31.9,802.0,-6.81,,,,,,,,,,,2021-12-24 13:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-24 13:10:00,0 days 00:00:00,2021-12-24 13:10:00,-31.9,-6.81,14023.54265366122,803.9539707668591,847.1503692038823,2022.0,2022.0,63.38019847869873,-37.84363326361885,-6.717521895335256,9805.0,,,
19,1414,,7173.0,A20211225 A527-1 1300,12/25/2021,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-44.2,802.0,-8.13,,,,,,,,,,,2021-12-25 13:00:00,,7213.0,C20211225 C526-1 1320,13:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-29.1,802.0,-6.45,,,,,,,,,,,2021-12-25 13:20:00,-1 days +23:50:00,2021-12-25 12:50:00,-36.650000000000006,-7.290000000000001,14074.2950531058,854.7063702114392,897.9027686484624,2022.0,2022.0,50.75239944458008,-37.77192376485253,-6.751914467318161,9763.0,,9803.0,
20,1426,,7175.0,A20211226 A528-1 1530,12/26/2021,15:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-44.0,802.0,-9.08,,,,,,,,,,,2021-12-26 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-26 15:30:00,0 days 00:00:00,2021-12-26 15:30:00,-44.0,-9.08,14089.369252782317,869.7805698879529,912.976968324976,2022.0,2022.0,15.074199676513672,-37.88110708855859,-6.792727730793601,9765.0,,,
21,1544,,,,12/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-27 10:40:00,,7351.0,C20211227 C529-1 10:40,10:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,638.0,-69.3,806.0,-11.77,,,,,,,,,,,2021-12-27 10:40:00,0 days 00:00:00,2021-12-27 10:40:00,-69.3,-11.77,14138.85105286166,919.2623699672986,962.4587684043216,2022.0,2022.0,49.4818000793457,-39.59074961190645,-7.063563381995577,,,9997.0,
22,1466,,7349.0,A20211229 A530-1 11:40,12/29/2021,11:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,638.0,-44.4,806.0,-9.62,,,,,,,,,,,2021-12-29 11:40:00,,7359.0,C20211229 C530-1 11:50,11:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,638.0,-48.7,806.0,-9.06,,,,,,,,,,,2021-12-29 11:50:00,-1 days +23:55:00,2021-12-29 11:35:00,-46.55,-9.34,14162.920652013272,943.33196911891,986.5283675559332,2022.0,2022.0,24.069599151611328,-39.77020413881662,-7.122264654911966,9995.0,,10005.0,
23,1482,,7357.0,A20220104 A531-1 09:45,1/4/2022,9:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,638.0,-17.2,806.0,-4.85,,,,,,,,,,,2022-01-04 09:45:00,,7347.0,C20220104 C531-1 09:55,9:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,638.0,-15.1,806.0,-4.62,,,,,,,,,,,2022-01-04 09:55:00,-1 days +23:55:00,2022-01-04 09:40:00,-16.15,-4.734999999999999,14243.579453092068,1023.9907701977064,1067.1871686347297,2022.0,2022.0,80.65880107879639,-37.8914762194393,-6.932383960750001,10003.0,,9993.0,
24,1478,,7355.0,A20220106 A532-1 14:00,1/6/2022,14:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,638.0,-12.2,806.0,-3.96,,,,,,,,,,,2022-01-06 14:00:00,,7343.0,C20220106 C532-1 14:10,14:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,638.0,-9.3,806.0,-3.59,,,,,,,,,,,2022-01-06 14:10:00,-1 days +23:55:00,2022-01-06 13:55:00,-10.75,-3.775,14257.33775234595,1037.7490694515873,1080.9454678886104,2022.0,2022.0,13.758299253880978,-37.52816893238488,-6.89012020944573,10001.0,,9989.0,
25,1474,,7353.0,A20220108 A533-1 14:00,1/8/2022,14:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,638.0,-31.8,806.0,-6.36,,,,,,,,,,,2022-01-08 14:00:00,,7345.0,C20220108 C533-1 14:10,14:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,638.0,-25.9,806.0,-6.11,,,,,,,,,,,2022-01-08 14:10:00,-1 days +23:55:00,2022-01-08 13:55:00,-28.85,-6.235,14276.112452749165,1056.5237698548008,1099.720168291824,2022.0,2022.0,18.7747004032135,-37.37249508208901,-6.878368296547322,9999.0,,9991.0,
26,1546,,,,3/13/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-13 13:25:00,,7463.0,C20220313 C534-1 1325,13:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,-19.0,814.0,-4.2,,,,,,,,,,,2022-03-13 13:25:00,0 days 00:00:00,2022-03-13 13:25:00,-19.0,-4.2,14295.148951909505,1075.5602690151427,1118.756667452166,2022.0,2022.0,19.03649916034192,-37.04429287076064,-6.8305225143739685,,,10165.0,
27,1548,,,,3/14/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-14 10:40:00,,7467.0,C20220314 C535-1 1040,10:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,-29.3,814.0,-4.81,,,,,,,,,,,2022-03-14 10:40:00,0 days 00:00:00,2022-03-14 10:40:00,-29.3,-4.81,14295.9981518602,1076.4094689658375,1119.605867402861,2022.0,2022.0,0.8491999506950378,-37.03812646551341,-6.828913670178287,,,10169.0,
28,1550,,,,3/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-20 10:10:00,,7471.0,C20220320 C536-1 1010,10:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,-67.8,814.0,-9.09,,,,,,,,,,,2022-03-20 10:10:00,0 days 00:00:00,2022-03-20 10:10:00,-67.8,-9.09,14323.394551000558,1103.8058681061957,1147.0022665432189,2022.0,2022.0,27.39639914035797,-37.80855301069703,-6.885542240850146,,,10173.0,
29,1552,,,,3/29/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-29 13:10:00,,7475.0,C20220329 C537-1 1310,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,-80.7,814.0,-10.53,,,,,,,,,,,2022-03-29 13:10:00,0 days 00:00:00,2022-03-29 13:10:00,-80.7,-10.53,14330.053750715218,1110.4650678208563,1153.6614662578795,2022.0,2022.0,6.6591997146606445,-38.06807962839415,-6.907594045159944,,,10177.0,
30,1554,,,,4/5/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-05 12:40:00,,7479.0,C20220405 C538-1 1240,12:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,2.4,814.0,-0.27,,,,,,,,,,,2022-04-05 12:40:00,0 days 00:00:00,2022-04-05 12:40:00,2.4,-0.27,14330.9140507197,1111.3253678253386,1154.5217662623618,2022.0,2022.0,0.8603000044822693,-38.03647051347222,-6.902409502801985,,,10181.0,
31,1556,,,,4/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-12 11:05:00,,7481.0,C20220412 C539-1 1105,11:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,-49.7,814.0,-7.92,,,,,,,,,,,2022-04-12 11:05:00,0 days 00:00:00,2022-04-12 11:05:00,-49.7,-7.92,14358.209549567662,1138.6208666733,1181.8172651103232,2022.0,2022.0,27.295498847961422,-38.31852904761167,-6.92701784149787,,,10183.0,
32,1558,,,,4/14/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-14 13:00:00,,7487.0,C20220414 C540-1 1300,13:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,-33.4,814.0,-5.43,,,,,,,,,,,2022-04-14 13:00:00,0 days 00:00:00,2022-04-14 13:00:00,-33.4,-5.43,14424.143446109258,1204.5547632148955,1247.751161651919,2022.0,2022.0,65.93389654159546,-38.04706890584136,-6.844395441273758,,,10189.0,
33,1560,,,,4/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-15 10:10:00,,7491.0,C20220415 C541-1 1010,10:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,-50.9,814.0,-8.04,,,,,,,,,,,2022-04-15 10:10:00,0 days 00:00:00,2022-04-15 10:10:00,-50.9,-8.04,14442.437545916997,1222.8488630226348,1266.045261459658,2022.0,2022.0,18.294099807739254,-38.240923086476855,-6.862428132836329,,,10193.0,
34,1562,,,,4/19/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-19 09:10:00,,7493.0,C20220419 C542-1 0910,9:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,-21.2,814.0,-4.53,,,,,,,,,,,2022-04-19 09:10:00,0 days 00:00:00,2022-04-19 09:10:00,-21.2,-4.53,14527.976343295535,1308.3876604011748,1351.584058838198,2022.0,2022.0,85.53879737854004,-37.11832944825794,-6.708776304808143,,,10195.0,
35,1564,,,,4/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-20 09:30:00,,7497.0,C20220420 C543-1 0930,9:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,-24.9,814.0,-5.09,,,,,,,,,,,2022-04-20 09:30:00,0 days 00:00:00,2022-04-20 09:30:00,-24.9,-5.09,14535.86034312006,1316.2716602256987,1359.468058662722,2022.0,2022.0,7.883999824523926,-37.04459069190086,-6.699006839019685,,,10199.0,
36,1566,,,,4/21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-21 13:30:00,,7501.0,C20220421 C544-1 1330,13:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,-30.9,814.0,-6.43,,,,,,,,,,,2022-04-21 13:30:00,0 days 00:00:00,2022-04-21 13:30:00,-30.9,-6.43,14586.767439982854,1367.1787570884917,1410.3751555255149,2022.0,2022.0,50.90709686279297,-36.814125041710575,-6.688917178183199,,,10203.0,
37,1568,,,,5/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-06 10:00:00,,7557.0,C20220506 C545-1 1000,10:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,-11.6,814.0,-2.65,,,,,,,,,,,2022-05-06 10:00:00,0 days 00:00:00,2022-05-06 10:00:00,-11.6,-2.65,14610.026339194736,1390.4376563003752,1433.6340547373984,2022.0,2022.0,23.258899211883545,-36.389320938880125,-6.620870058346745,,,10259.0,
38,1570,,,,5/8/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-08 11:05:00,,7561.0,C20220508 C546-1 1105,11:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,645.0,-40.6,814.0,-7.17,,,,,,,,,,,2022-05-08 11:05:00,0 days 00:00:00,2022-05-08 11:05:00,-40.6,-7.17,14623.213138720952,1403.6244558265898,1446.820854263613,2022.0,2022.0,13.1867995262146,-36.4291608616278,-6.626065727296181,,,10263.0,
39,1572,,,,5/9/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-09 10:35:00,,7565.0,C20220509 C549-1 1035 ,10:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,646.0,-59.5,813.0,-9.5,,,,,,,,,,,2022-05-09 10:35:00,0 days 00:00:00,2022-05-09 10:35:00,-59.5,-9.5,14637.342438838445,1417.7537559440825,1460.9501543811057,2022.0,2022.0,14.129300117492676,-36.66070315061145,-6.654908948641506,,,10267.0,
40,1574,,,,5/29/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-29 09:00:00,,7569.0,C20220529 C548-1 0900,9:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,646.0,-17.1,813.0,-3.47,,,,,,,,,,,2022-05-29 09:00:00,0 days 00:00:00,2022-05-29 09:00:00,-17.1,-3.47,14647.229738495313,1427.6410556009505,1470.8374540379737,2022.0,2022.0,9.88729965686798,-36.524285978859005,-6.632697258820472,,,10271.0,
41,1576,,,,6/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-06 11:05:00,,7573.0,C20220606 C549-1 1105,11:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,646.0,-24.5,813.0,-4.34,,,,,,,,,,,2022-06-06 11:05:00,0 days 00:00:00,2022-06-06 11:05:00,-24.5,-4.34,14671.6483371472,1452.0596542528365,1495.2560526898596,2022.0,2022.0,24.418598651885983,-36.320689423466895,-6.593877052342227,,,10275.0,
42,1578,,,,6/13/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-13 11:05:00,,7577.0,C20220613 C 550-1 1105,11:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,646.0,-37.2,813.0,-5.05,,,,,,,,,,,2022-06-13 11:05:00,0 days 00:00:00,2022-06-13 11:05:00,-37.2,-5.05,14676.62633719202,1457.0376542976592,1500.2340527346823,2022.0,2022.0,4.978000044822693,-36.32371418450643,-6.588566233523061,,,10279.0,
